2026-04-10 11:29:35 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 13:55:59 | helpdesk_bot | INFO | Support Email: helpdesk@scitechdevfusion.on.spiceworks.com
2026-04-10 14:06:46 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 14:06:46 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 14:06:46 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 14:06:46 | helpdesk_bot | INFO | Support Email: helpdesk@scitechdevfusion.on.spiceworks.com
2026-04-10 15:01:30 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 15:01:30 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 15:01:30 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 15:01:30 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 15:08:09 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 15:08:09 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 15:08:09 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 15:08:09 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 19:47:44 | helpdesk_bot | INFO | Group mention and queue handlers configured
2026-04-10 19:47:44 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 19:47:44 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 19:47:44 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 19:47:44 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 19:49:16 | helpdesk_bot | ERROR | Exception while handling an update: Timed out
2026-04-10 19:51:26 | helpdesk_bot | INFO | Group mention and queue handlers configured
2026-04-10 19:51:26 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 19:51:26 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 19:51:26 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 19:51:26 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 21:20:28 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 21:20:28 | helpdesk_bot | INFO | Group mention, welcome, and queue handlers configured
2026-04-10 21:20:28 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 21:20:28 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 21:20:28 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 21:20:28 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 21:26:57 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 21:26:57 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 21:26:57 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 21:26:57 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 21:26:57 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 21:26:57 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 21:31:27 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 21:31:27 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 21:31:27 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 21:31:27 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 21:31:27 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 21:31:27 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 21:41:34 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 21:41:34 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 21:41:34 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 21:41:34 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 21:41:34 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 21:41:34 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:13:08 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:13:08 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:13:08 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:13:08 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:13:08 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:13:08 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:16:44 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:16:44 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:16:44 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:16:44 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:16:44 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:16:44 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:19:56 | helpdesk_bot | INFO | [DEBUG] Universal message logger enabled
2026-04-10 22:19:56 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:19:56 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:19:56 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:19:56 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:19:56 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:19:56 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:22:45 | helpdesk_bot | INFO | [DEBUG] Message received: chat_type=group, text=/help
2026-04-10 22:23:19 | helpdesk_bot | INFO | [DEBUG] Universal message logger enabled
2026-04-10 22:23:19 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:23:19 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:23:19 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:23:19 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:23:19 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:23:19 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:25:44 | helpdesk_bot | INFO | [DEBUG] Message received: chat_type=group, text=/my_email
2026-04-10 22:27:48 | helpdesk_bot | INFO | [DEBUG] Universal message logger enabled
2026-04-10 22:27:48 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:27:48 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:27:48 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:27:48 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:27:48 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:27:48 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:29:37 | helpdesk_bot | INFO | [DEBUG] Universal message logger enabled
2026-04-10 22:29:37 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:29:37 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:29:37 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:29:37 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:29:37 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:29:37 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:32:06 | helpdesk_bot | INFO | [DEBUG] Message received: chat_type=group, text=/help
2026-04-10 22:33:10 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:33:10 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:33:10 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:33:10 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:33:10 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:33:10 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:35:03 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:35:03 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:35:03 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:35:03 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:35:03 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:35:03 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:41:25 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:41:25 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:41:25 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:41:25 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:41:25 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:41:25 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 22:41:32 | helpdesk_bot | ERROR | Exception while handling an update: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2026-04-10 22:41:38 | helpdesk_bot | ERROR | Exception while handling an update: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2026-04-10 22:41:45 | helpdesk_bot | ERROR | Exception while handling an update: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2026-04-10 22:41:51 | helpdesk_bot | ERROR | Exception while handling an update: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2026-04-10 22:42:02 | helpdesk_bot | ERROR | Exception while handling an update: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2026-04-10 22:42:15 | helpdesk_bot | ERROR | Exception while handling an update: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2026-04-10 22:45:32 | helpdesk_bot | INFO | Group mention and welcome handlers configured (DIRECT mode - no queuing)
2026-04-10 22:45:32 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 22:45:32 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 22:45:32 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 22:45:32 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 22:45:32 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
2026-04-10 23:07:07 | helpdesk_bot | ERROR | Exception while handling an update: httpx.ReadError: 
2026-04-10 23:33:46 | helpdesk_bot | INFO | Group mention, media, confirmation, and welcome handlers configured (DIRECT mode with media support)
2026-04-10 23:33:46 | helpdesk_bot | INFO | Email registration handlers configured
2026-04-10 23:33:46 | helpdesk_bot | INFO | Group command handlers configured
2026-04-10 23:33:46 | helpdesk_bot | INFO | Bot handlers configured
2026-04-10 23:33:46 | helpdesk_bot | INFO | Starting Telegram Help Desk Bot...
2026-04-10 23:33:46 | helpdesk_bot | INFO | Company: Marquis Events Place Inc
2026-04-10 23:33:46 | helpdesk_bot | INFO | Support Email: help@scitechdevfusion.on.spiceworks.com
